Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001284.1	Chromosome			unplaced-scaffold	14098			Scaffold_1284
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001285.1	Chromosome			unplaced-scaffold	14889			Scaffold_1285
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001286.1	Chromosome			unplaced-scaffold	19508			Scaffold_1286
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001287.1	Chromosome			unplaced-scaffold	34964			Scaffold_1287
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001288.1	Chromosome			unplaced-scaffold	17037			Scaffold_1288
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001289.1	Chromosome			unplaced-scaffold	11828			Scaffold_1289
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001290.1	Chromosome			unplaced-scaffold	35286			Scaffold_1290
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001291.1	Chromosome			unplaced-scaffold	14569			Scaffold_1291
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001292.1	Chromosome			unplaced-scaffold	12310			Scaffold_1292
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001293.1	Chromosome			unplaced-scaffold	10178			Scaffold_1293
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001294.1	Chromosome			unplaced-scaffold	14659			Scaffold_1294
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001295.1	Chromosome			unplaced-scaffold	23221			Scaffold_1295
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001296.1	Chromosome			unplaced-scaffold	9200			Scaffold_1296
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001297.1	Chromosome			unplaced-scaffold	45965			Scaffold_1297
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001298.1	Chromosome			unplaced-scaffold	43368			Scaffold_1298
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001299.1	Chromosome			unplaced-scaffold	26030			Scaffold_1299
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001300.1	Chromosome			unplaced-scaffold	19073			Scaffold_1300
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001301.1	Chromosome			unplaced-scaffold	13981			Scaffold_1301
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001302.1	Chromosome			unplaced-scaffold	38980			Scaffold_1302
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001303.1	Chromosome			unplaced-scaffold	26191			Scaffold_1303
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001304.1	Chromosome			unplaced-scaffold	27274			Scaffold_1304
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001305.1	Chromosome			unplaced-scaffold	10562			Scaffold_1305
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001306.1	Chromosome			unplaced-scaffold	22855			Scaffold_1306
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001307.1	Chromosome			unplaced-scaffold	26825			Scaffold_1307
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001308.1	Chromosome			unplaced-scaffold	18380			Scaffold_1308
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001309.1	Chromosome			unplaced-scaffold	11289			Scaffold_1309
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001310.1	Chromosome			unplaced-scaffold	19283			Scaffold_1310
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001311.1	Chromosome			unplaced-scaffold	4968			Scaffold_1311
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001312.1	Chromosome			unplaced-scaffold	21676			Scaffold_1312
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001313.1	Chromosome			unplaced-scaffold	4157			Scaffold_1313
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001314.1	Chromosome			unplaced-scaffold	14179			Scaffold_1314
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001315.1	Chromosome			unplaced-scaffold	6764			Scaffold_1315
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001316.1	Chromosome			unplaced-scaffold	11284			Scaffold_1316
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001317.1	Chromosome			unplaced-scaffold	31655			Scaffold_1317
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001318.1	Chromosome			unplaced-scaffold	10677			Scaffold_1318
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001319.1	Chromosome			unplaced-scaffold	28302			Scaffold_1319
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001320.1	Chromosome			unplaced-scaffold	15017			Scaffold_1320
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001321.1	Chromosome			unplaced-scaffold	23074			Scaffold_1321
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001322.1	Chromosome			unplaced-scaffold	23212			Scaffold_1322
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001323.1	Chromosome			unplaced-scaffold	23237			Scaffold_1323
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001324.1	Chromosome			unplaced-scaffold	30427			Scaffold_1324
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001325.1	Chromosome			unplaced-scaffold	15949			Scaffold_1325
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001326.1	Chromosome			unplaced-scaffold	11957			Scaffold_1326
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001327.1	Chromosome			unplaced-scaffold	30026			Scaffold_1327
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001328.1	Chromosome			unplaced-scaffold	10645			Scaffold_1328
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001329.1	Chromosome			unplaced-scaffold	11403			Scaffold_1329
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001330.1	Chromosome			unplaced-scaffold	24424			Scaffold_1330
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001331.1	Chromosome			unplaced-scaffold	22078			Scaffold_1331
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001332.1	Chromosome			unplaced-scaffold	30324			Scaffold_1332
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001333.1	Chromosome			unplaced-scaffold	22123			Scaffold_1333
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001334.1	Chromosome			unplaced-scaffold	14688			Scaffold_1334
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001335.1	Chromosome			unplaced-scaffold	13454			Scaffold_1335
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001336.1	Chromosome			unplaced-scaffold	33867			Scaffold_1336
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001337.1	Chromosome			unplaced-scaffold	8887			Scaffold_1337
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001338.1	Chromosome			unplaced-scaffold	23598			Scaffold_1338
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001339.1	Chromosome			unplaced-scaffold	19727			Scaffold_1339
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001340.1	Chromosome			unplaced-scaffold	19747			Scaffold_1340
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001341.1	Chromosome			unplaced-scaffold	25623			Scaffold_1341
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001342.1	Chromosome			unplaced-scaffold	11224			Scaffold_1342
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001343.1	Chromosome			unplaced-scaffold	18253			Scaffold_1343
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001344.1	Chromosome			unplaced-scaffold	15149			Scaffold_1344
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001345.1	Chromosome			unplaced-scaffold	31370			Scaffold_1345
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001346.1	Chromosome			unplaced-scaffold	24523			Scaffold_1346
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001347.1	Chromosome			unplaced-scaffold	17708			Scaffold_1347
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001348.1	Chromosome			unplaced-scaffold	23181			Scaffold_1348
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001349.1	Chromosome			unplaced-scaffold	14119			Scaffold_1349
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001350.1	Chromosome			unplaced-scaffold	16373			Scaffold_1350
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001351.1	Chromosome			unplaced-scaffold	14123			Scaffold_1351
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001352.1	Chromosome			unplaced-scaffold	29830			Scaffold_1352
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001353.1	Chromosome			unplaced-scaffold	36722			Scaffold_1353
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001354.1	Chromosome			unplaced-scaffold	24533			Scaffold_1354
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001355.1	Chromosome			unplaced-scaffold	11748			Scaffold_1355
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001356.1	Chromosome			unplaced-scaffold	6180			Scaffold_1356
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001357.1	Chromosome			unplaced-scaffold	11538			Scaffold_1357
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001358.1	Chromosome			unplaced-scaffold	33499			Scaffold_1358
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001359.1	Chromosome			unplaced-scaffold	18496			Scaffold_1359
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001360.1	Chromosome			unplaced-scaffold	26114			Scaffold_1360
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001361.1	Chromosome			unplaced-scaffold	16692			Scaffold_1361
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001362.1	Chromosome			unplaced-scaffold	17274			Scaffold_1362
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001363.1	Chromosome			unplaced-scaffold	31005			Scaffold_1363
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001364.1	Chromosome			unplaced-scaffold	42903			Scaffold_1364
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001365.1	Chromosome			unplaced-scaffold	7065			Scaffold_1365
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001366.1	Chromosome			unplaced-scaffold	13086			Scaffold_1366
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001367.1	Chromosome			unplaced-scaffold	20950			Scaffold_1367
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001368.1	Chromosome			unplaced-scaffold	43278			Scaffold_1368
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001369.1	Chromosome			unplaced-scaffold	15154			Scaffold_1369
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001370.1	Chromosome			unplaced-scaffold	29853			Scaffold_1370
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001371.1	Chromosome			unplaced-scaffold	32844			Scaffold_1371
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001372.1	Chromosome			unplaced-scaffold	40860			Scaffold_1372
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001373.1	Chromosome			unplaced-scaffold	12647			Scaffold_1373
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001374.1	Chromosome			unplaced-scaffold	8568			Scaffold_1374
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001375.1	Chromosome			unplaced-scaffold	12340			Scaffold_1375
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001376.1	Chromosome			unplaced-scaffold	31704			Scaffold_1376
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001377.1	Chromosome			unplaced-scaffold	44324			Scaffold_1377
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001378.1	Chromosome			unplaced-scaffold	13668			Scaffold_1378
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001379.1	Chromosome			unplaced-scaffold	6134			Scaffold_1379
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001380.1	Chromosome			unplaced-scaffold	21054			Scaffold_1380
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001381.1	Chromosome			unplaced-scaffold	16423			Scaffold_1381
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001382.1	Chromosome			unplaced-scaffold	34468			Scaffold_1382
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001383.1	Chromosome			unplaced-scaffold	15009			Scaffold_1383
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001384.1	Chromosome			unplaced-scaffold	10921			Scaffold_1384
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001385.1	Chromosome			unplaced-scaffold	13898			Scaffold_1385
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001386.1	Chromosome			unplaced-scaffold	36201			Scaffold_1386
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001387.1	Chromosome			unplaced-scaffold	13433			Scaffold_1387
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001388.1	Chromosome			unplaced-scaffold	28885			Scaffold_1388
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001389.1	Chromosome			unplaced-scaffold	11383			Scaffold_1389
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001390.1	Chromosome			unplaced-scaffold	26079			Scaffold_1390
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001391.1	Chromosome			unplaced-scaffold	18832			Scaffold_1391
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001392.1	Chromosome			unplaced-scaffold	19418			Scaffold_1392
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001393.1	Chromosome			unplaced-scaffold	13489			Scaffold_1393
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001394.1	Chromosome			unplaced-scaffold	27753			Scaffold_1394
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001395.1	Chromosome			unplaced-scaffold	28197			Scaffold_1395
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001396.1	Chromosome			unplaced-scaffold	18451			Scaffold_1396
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001397.1	Chromosome			unplaced-scaffold	9043			Scaffold_1397
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001398.1	Chromosome			unplaced-scaffold	24010			Scaffold_1398
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001399.1	Chromosome			unplaced-scaffold	33618			Scaffold_1399
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001400.1	Chromosome			unplaced-scaffold	14962			Scaffold_1400
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001401.1	Chromosome			unplaced-scaffold	19898			Scaffold_1401
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001402.1	Chromosome			unplaced-scaffold	16599			Scaffold_1402
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001403.1	Chromosome			unplaced-scaffold	31328			Scaffold_1403
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001404.1	Chromosome			unplaced-scaffold	18164			Scaffold_1404
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001405.1	Chromosome			unplaced-scaffold	15216			Scaffold_1405
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001406.1	Chromosome			unplaced-scaffold	19840			Scaffold_1406
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001407.1	Chromosome			unplaced-scaffold	23914			Scaffold_1407
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001408.1	Chromosome			unplaced-scaffold	14401			Scaffold_1408
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001409.1	Chromosome			unplaced-scaffold	23882			Scaffold_1409
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001410.1	Chromosome			unplaced-scaffold	9337			Scaffold_1410
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001411.1	Chromosome			unplaced-scaffold	11583			Scaffold_1411
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001412.1	Chromosome			unplaced-scaffold	22414			Scaffold_1412
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001413.1	Chromosome			unplaced-scaffold	11940			Scaffold_1413
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001414.1	Chromosome			unplaced-scaffold	26949			Scaffold_1414
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001415.1	Chromosome			unplaced-scaffold	13134			Scaffold_1415
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001416.1	Chromosome			unplaced-scaffold	23432			Scaffold_1416
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001417.1	Chromosome			unplaced-scaffold	13480			Scaffold_1417
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001418.1	Chromosome			unplaced-scaffold	8102			Scaffold_1418
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001419.1	Chromosome			unplaced-scaffold	26075			Scaffold_1419
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001420.1	Chromosome			unplaced-scaffold	18019			Scaffold_1420
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001421.1	Chromosome			unplaced-scaffold	23121			Scaffold_1421
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001422.1	Chromosome			unplaced-scaffold	53885			Scaffold_1422
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001423.1	Chromosome			unplaced-scaffold	12635			Scaffold_1423
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001424.1	Chromosome			unplaced-scaffold	15063			Scaffold_1424
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001425.1	Chromosome			unplaced-scaffold	13312			Scaffold_1425
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001426.1	Chromosome			unplaced-scaffold	28147			Scaffold_1426
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001427.1	Chromosome			unplaced-scaffold	12734			Scaffold_1427
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001428.1	Chromosome			unplaced-scaffold	11292			Scaffold_1428
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001429.1	Chromosome			unplaced-scaffold	13327			Scaffold_1429
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001430.1	Chromosome			unplaced-scaffold	20689			Scaffold_1430
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001431.1	Chromosome			unplaced-scaffold	14833			Scaffold_1431
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001432.1	Chromosome			unplaced-scaffold	11880			Scaffold_1432
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001433.1	Chromosome			unplaced-scaffold	15156			Scaffold_1433
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001434.1	Chromosome			unplaced-scaffold	9817			Scaffold_1434
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001435.1	Chromosome			unplaced-scaffold	13861			Scaffold_1435
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001436.1	Chromosome			unplaced-scaffold	9715			Scaffold_1436
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001437.1	Chromosome			unplaced-scaffold	28968			Scaffold_1437
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001438.1	Chromosome			unplaced-scaffold	19441			Scaffold_1438
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001439.1	Chromosome			unplaced-scaffold	12415			Scaffold_1439
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001440.1	Chromosome			unplaced-scaffold	47577			Scaffold_1440
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001441.1	Chromosome			unplaced-scaffold	19771			Scaffold_1441
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001442.1	Chromosome			unplaced-scaffold	24256			Scaffold_1442
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001443.1	Chromosome			unplaced-scaffold	17912			Scaffold_1443
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001444.1	Chromosome			unplaced-scaffold	28189			Scaffold_1444
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001445.1	Chromosome			unplaced-scaffold	30884			Scaffold_1445
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001446.1	Chromosome			unplaced-scaffold	13845			Scaffold_1446
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001447.1	Chromosome			unplaced-scaffold	19642			Scaffold_1447
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001448.1	Chromosome			unplaced-scaffold	17305			Scaffold_1448
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001449.1	Chromosome			unplaced-scaffold	7061			Scaffold_1449
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001450.1	Chromosome			unplaced-scaffold	13655			Scaffold_1450
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001451.1	Chromosome			unplaced-scaffold	32943			Scaffold_1451
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001452.1	Chromosome			unplaced-scaffold	13052			Scaffold_1452
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001453.1	Chromosome			unplaced-scaffold	15331			Scaffold_1453
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001454.1	Chromosome			unplaced-scaffold	30585			Scaffold_1454
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001455.1	Chromosome			unplaced-scaffold	15728			Scaffold_1455
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001456.1	Chromosome			unplaced-scaffold	14117			Scaffold_1456
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001457.1	Chromosome			unplaced-scaffold	12825			Scaffold_1457
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001458.1	Chromosome			unplaced-scaffold	25465			Scaffold_1458
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001459.1	Chromosome			unplaced-scaffold	9943			Scaffold_1459
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001460.1	Chromosome			unplaced-scaffold	11607			Scaffold_1460
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001461.1	Chromosome			unplaced-scaffold	18675			Scaffold_1461
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001462.1	Chromosome			unplaced-scaffold	20431			Scaffold_1462
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001463.1	Chromosome			unplaced-scaffold	19915			Scaffold_1463
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001464.1	Chromosome			unplaced-scaffold	15304			Scaffold_1464
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001465.1	Chromosome			unplaced-scaffold	13113			Scaffold_1465
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001466.1	Chromosome			unplaced-scaffold	41527			Scaffold_1466
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001467.1	Chromosome			unplaced-scaffold	16406			Scaffold_1467
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001468.1	Chromosome			unplaced-scaffold	44977			Scaffold_1468
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001469.1	Chromosome			unplaced-scaffold	16680			Scaffold_1469
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001470.1	Chromosome			unplaced-scaffold	51239			Scaffold_1470
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001471.1	Chromosome			unplaced-scaffold	47023			Scaffold_1471
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001472.1	Chromosome			unplaced-scaffold	17198			Scaffold_1472
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001473.1	Chromosome			unplaced-scaffold	19035			Scaffold_1473
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001474.1	Chromosome			unplaced-scaffold	12977			Scaffold_1474
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001475.1	Chromosome			unplaced-scaffold	10676			Scaffold_1475
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001476.1	Chromosome			unplaced-scaffold	16513			Scaffold_1476
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001477.1	Chromosome			unplaced-scaffold	45651			Scaffold_1477
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001478.1	Chromosome			unplaced-scaffold	21767			Scaffold_1478
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001479.1	Chromosome			unplaced-scaffold	13082			Scaffold_1479
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001480.1	Chromosome			unplaced-scaffold	30754			Scaffold_1480
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001481.1	Chromosome			unplaced-scaffold	10205			Scaffold_1481
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001482.1	Chromosome			unplaced-scaffold	29318			Scaffold_1482
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001483.1	Chromosome			unplaced-scaffold	19124			Scaffold_1483
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001484.1	Chromosome			unplaced-scaffold	11894			Scaffold_1484
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001485.1	Chromosome			unplaced-scaffold	9991			Scaffold_1485
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001486.1	Chromosome			unplaced-scaffold	17203			Scaffold_1486
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001487.1	Chromosome			unplaced-scaffold	10829			Scaffold_1487
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001488.1	Chromosome			unplaced-scaffold	12362			Scaffold_1488
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001489.1	Chromosome			unplaced-scaffold	14892			Scaffold_1489
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001490.1	Chromosome			unplaced-scaffold	15771			Scaffold_1490
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001491.1	Chromosome			unplaced-scaffold	39179			Scaffold_1491
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001492.1	Chromosome			unplaced-scaffold	22188			Scaffold_1492
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001493.1	Chromosome			unplaced-scaffold	7260			Scaffold_1493
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001494.1	Chromosome			unplaced-scaffold	14989			Scaffold_1494
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001495.1	Chromosome			unplaced-scaffold	13605			Scaffold_1495
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001496.1	Chromosome			unplaced-scaffold	15828			Scaffold_1496
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001497.1	Chromosome			unplaced-scaffold	14020			Scaffold_1497
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001498.1	Chromosome			unplaced-scaffold	7005			Scaffold_1498
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001499.1	Chromosome			unplaced-scaffold	21866			Scaffold_1499
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001500.1	Chromosome			unplaced-scaffold	7053			Scaffold_1500
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001501.1	Chromosome			unplaced-scaffold	16192			Scaffold_1501
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001502.1	Chromosome			unplaced-scaffold	13444			Scaffold_1502
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001503.1	Chromosome			unplaced-scaffold	21946			Scaffold_1503
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001504.1	Chromosome			unplaced-scaffold	11032			Scaffold_1504
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001505.1	Chromosome			unplaced-scaffold	25937			Scaffold_1505
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001506.1	Chromosome			unplaced-scaffold	25057			Scaffold_1506
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001507.1	Chromosome			unplaced-scaffold	29305			Scaffold_1507
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001508.1	Chromosome			unplaced-scaffold	6626			Scaffold_1508
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001509.1	Chromosome			unplaced-scaffold	2740			Scaffold_1509
GCA_036785775.1	Primary Assembly	Un			JAZHSI010001510.1	Chromosome			unplaced-scaffold	10869			Scaffold_1510
