Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_003713205.1	Primary Assembly	Un			RHJT01000819.1	Chromosome		NW_020864696.1	unplaced-scaffold	20036			ScVebR1_822;HRSCAF=1564
GCA_003713205.1	Primary Assembly	Un			RHJT01000820.1	Chromosome		NW_020864697.1	unplaced-scaffold	6292			ScVebR1_823;HRSCAF=1565
GCA_003713205.1	Primary Assembly	Un			RHJT01000821.1	Chromosome		NW_020864698.1	unplaced-scaffold	19629			ScVebR1_825;HRSCAF=1567
GCA_003713205.1	Primary Assembly	Un			RHJT01000822.1	Chromosome		NW_020864699.1	unplaced-scaffold	13741			ScVebR1_826;HRSCAF=1569
GCA_003713205.1	Primary Assembly	Un			RHJT01000823.1	Chromosome		NW_020864700.1	unplaced-scaffold	7221			ScVebR1_827;HRSCAF=1570
GCA_003713205.1	Primary Assembly	Un			RHJT01000824.1	Chromosome		NW_020864701.1	unplaced-scaffold	10195			ScVebR1_828;HRSCAF=1571
GCA_003713205.1	Primary Assembly	Un			RHJT01000825.1	Chromosome		NW_020864702.1	unplaced-scaffold	56490			ScVebR1_829;HRSCAF=1572
GCA_003713205.1	Primary Assembly	Un			RHJT01000826.1	Chromosome		NW_020864704.1	unplaced-scaffold	18443			ScVebR1_830;HRSCAF=1573
GCA_003713205.1	Primary Assembly	Un			RHJT01000827.1	Chromosome		NW_020864705.1	unplaced-scaffold	3067			ScVebR1_831;HRSCAF=1574
GCA_003713205.1	Primary Assembly	Un			RHJT01000828.1	Chromosome		NW_020864706.1	unplaced-scaffold	15540			ScVebR1_832;HRSCAF=1575
GCA_003713205.1	Primary Assembly	Un			RHJT01000829.1	Chromosome		NW_020864707.1	unplaced-scaffold	9707			ScVebR1_833;HRSCAF=1576
GCA_003713205.1	Primary Assembly	Un			RHJT01000830.1	Chromosome		NW_020864708.1	unplaced-scaffold	62214			ScVebR1_834;HRSCAF=1577
GCA_003713205.1	Primary Assembly	Un			RHJT01000831.1	Chromosome		NW_020864709.1	unplaced-scaffold	32304			ScVebR1_835;HRSCAF=1579
GCA_003713205.1	Primary Assembly	Un			RHJT01000832.1	Chromosome		NW_020864710.1	unplaced-scaffold	17256			ScVebR1_836;HRSCAF=1582
GCA_003713205.1	Primary Assembly	Un			RHJT01000833.1	Chromosome		NW_020864711.1	unplaced-scaffold	9521			ScVebR1_837;HRSCAF=1583
GCA_003713205.1	Primary Assembly	Un			RHJT01000834.1	Chromosome		NW_020864712.1	unplaced-scaffold	12365			ScVebR1_838;HRSCAF=1584
GCA_003713205.1	Primary Assembly	Un			RHJT01000835.1	Chromosome		NW_020864713.1	unplaced-scaffold	14682			ScVebR1_839;HRSCAF=1585
GCA_003713205.1	Primary Assembly	Un			RHJT01000836.1	Chromosome		NW_020864715.1	unplaced-scaffold	18141			ScVebR1_840;HRSCAF=1587
GCA_003713205.1	Primary Assembly	Un			RHJT01000837.1	Chromosome		NW_020864716.1	unplaced-scaffold	29206			ScVebR1_841;HRSCAF=1588
GCA_003713205.1	Primary Assembly	Un			RHJT01000838.1	Chromosome		NW_020864717.1	unplaced-scaffold	38788			ScVebR1_843;HRSCAF=1590
GCA_003713205.1	Primary Assembly	Un			RHJT01000839.1	Chromosome		NW_020864718.1	unplaced-scaffold	30014			ScVebR1_844;HRSCAF=1591
GCA_003713205.1	Primary Assembly	Un			RHJT01000840.1	Chromosome		NW_020864719.1	unplaced-scaffold	5696			ScVebR1_845;HRSCAF=1592
GCA_003713205.1	Primary Assembly	Un			RHJT01000841.1	Chromosome		NW_020864720.1	unplaced-scaffold	30386			ScVebR1_846;HRSCAF=1593
GCA_003713205.1	Primary Assembly	Un			RHJT01000842.1	Chromosome		NW_020864721.1	unplaced-scaffold	29261			ScVebR1_847;HRSCAF=1594
GCA_003713205.1	Primary Assembly	Un			RHJT01000843.1	Chromosome		NW_020864722.1	unplaced-scaffold	16628			ScVebR1_848;HRSCAF=1595
GCA_003713205.1	Primary Assembly	Un			RHJT01000844.1	Chromosome		NW_020864723.1	unplaced-scaffold	13511			ScVebR1_849;HRSCAF=1596
GCA_003713205.1	Primary Assembly	Un			RHJT01000845.1	Chromosome		NW_020864725.1	unplaced-scaffold	41006			ScVebR1_850;HRSCAF=1597
GCA_003713205.1	Primary Assembly	Un			RHJT01000846.1	Chromosome		NW_020864726.1	unplaced-scaffold	46605			ScVebR1_851;HRSCAF=1598
GCA_003713205.1	Primary Assembly	Un			RHJT01000847.1	Chromosome		NW_020864727.1	unplaced-scaffold	14834			ScVebR1_852;HRSCAF=1599
GCA_003713205.1	Primary Assembly	Un			RHJT01000848.1	Chromosome		NW_020864728.1	unplaced-scaffold	94795			ScVebR1_853;HRSCAF=1600
GCA_003713205.1	Primary Assembly	Un			RHJT01000849.1	Chromosome		NW_020864729.1	unplaced-scaffold	11385			ScVebR1_854;HRSCAF=1602
GCA_003713205.1	Primary Assembly	Un			RHJT01000850.1	Chromosome		NW_020864730.1	unplaced-scaffold	59694			ScVebR1_855;HRSCAF=1603
GCA_003713205.1	Primary Assembly	Un			RHJT01000851.1	Chromosome		NW_020864731.1	unplaced-scaffold	57657			ScVebR1_856;HRSCAF=1604
GCA_003713205.1	Primary Assembly	Un			RHJT01000852.1	Chromosome		NW_020864732.1	unplaced-scaffold	17911			ScVebR1_857;HRSCAF=1605
GCA_003713205.1	Primary Assembly	Un			RHJT01000853.1	Chromosome		NW_020864733.1	unplaced-scaffold	91760			ScVebR1_858;HRSCAF=1607
GCA_003713205.1	Primary Assembly	Un			RHJT01000854.1	Chromosome		NW_020864734.1	unplaced-scaffold	5009			ScVebR1_859;HRSCAF=1608
GCA_003713205.1	Primary Assembly	Un			RHJT01000855.1	Chromosome		NW_020864736.1	unplaced-scaffold	28932			ScVebR1_860;HRSCAF=1610
GCA_003713205.1	Primary Assembly	Un			RHJT01000856.1	Chromosome		NW_020864737.1	unplaced-scaffold	41216			ScVebR1_861;HRSCAF=1611
GCA_003713205.1	Primary Assembly	Un			RHJT01000857.1	Chromosome		NW_020864738.1	unplaced-scaffold	72835			ScVebR1_862;HRSCAF=1612
GCA_003713205.1	Primary Assembly	Un			RHJT01000858.1	Chromosome		NW_020864739.1	unplaced-scaffold	23198			ScVebR1_863;HRSCAF=1613
GCA_003713205.1	Primary Assembly	Un			RHJT01000859.1	Chromosome		NW_020864740.1	unplaced-scaffold	20032			ScVebR1_864;HRSCAF=1614
GCA_003713205.1	Primary Assembly	Un			RHJT01000860.1	Chromosome		NW_020864741.1	unplaced-scaffold	86916			ScVebR1_865;HRSCAF=1615
GCA_003713205.1	Primary Assembly	Un			RHJT01000861.1	Chromosome		NW_020864742.1	unplaced-scaffold	208934			ScVebR1_866;HRSCAF=1617
GCA_003713205.1	Primary Assembly	Un			RHJT01000862.1	Chromosome		NW_020864743.1	unplaced-scaffold	12449			ScVebR1_867;HRSCAF=1619
GCA_003713205.1	Primary Assembly	Un			RHJT01000863.1	Chromosome		NW_020864744.1	unplaced-scaffold	22729			ScVebR1_868;HRSCAF=1620
GCA_003713205.1	Primary Assembly	Un			RHJT01000864.1	Chromosome		NW_020864745.1	unplaced-scaffold	27527			ScVebR1_869;HRSCAF=1621
GCA_003713205.1	Primary Assembly	Un			RHJT01000865.1	Chromosome		NW_020864747.1	unplaced-scaffold	51910			ScVebR1_870;HRSCAF=1623
GCA_003713205.1	Primary Assembly	Un			RHJT01000866.1	Chromosome		NW_020864748.1	unplaced-scaffold	33398			ScVebR1_871;HRSCAF=1624
GCA_003713205.1	Primary Assembly	Un			RHJT01000867.1	Chromosome		NW_020864749.1	unplaced-scaffold	28418			ScVebR1_872;HRSCAF=1626
GCA_003713205.1	Primary Assembly	Un			RHJT01000868.1	Chromosome		NW_020864750.1	unplaced-scaffold	49528			ScVebR1_873;HRSCAF=1627
GCA_003713205.1	Primary Assembly	Un			RHJT01000869.1	Chromosome		NW_020864751.1	unplaced-scaffold	38505			ScVebR1_874;HRSCAF=1628
GCA_003713205.1	Primary Assembly	Un			RHJT01000870.1	Chromosome		NW_020864752.1	unplaced-scaffold	15091			ScVebR1_875;HRSCAF=1629
GCA_003713205.1	Primary Assembly	Un			RHJT01000871.1	Chromosome		NW_020864753.1	unplaced-scaffold	17533			ScVebR1_876;HRSCAF=1630
GCA_003713205.1	Primary Assembly	Un			RHJT01000872.1	Chromosome		NW_020864754.1	unplaced-scaffold	65279			ScVebR1_877;HRSCAF=1631
GCA_003713205.1	Primary Assembly	Un			RHJT01000873.1	Chromosome		NW_020864755.1	unplaced-scaffold	37387			ScVebR1_878;HRSCAF=1632
GCA_003713205.1	Primary Assembly	Un			RHJT01000874.1	Chromosome		NW_020864756.1	unplaced-scaffold	15635			ScVebR1_879;HRSCAF=1633
GCA_003713205.1	Primary Assembly	Un			RHJT01000875.1	Chromosome		NW_020864758.1	unplaced-scaffold	40471			ScVebR1_880;HRSCAF=1634
GCA_003713205.1	Primary Assembly	Un			RHJT01000876.1	Chromosome		NW_020864759.1	unplaced-scaffold	26348			ScVebR1_881;HRSCAF=1635
GCA_003713205.1	Primary Assembly	Un			RHJT01000877.1	Chromosome		NW_020864760.1	unplaced-scaffold	20864			ScVebR1_882;HRSCAF=1636
GCA_003713205.1	Primary Assembly	Un			RHJT01000878.1	Chromosome		NW_020864761.1	unplaced-scaffold	181064			ScVebR1_883;HRSCAF=1637
GCA_003713205.1	Primary Assembly	Un			RHJT01000879.1	Chromosome		NW_020864762.1	unplaced-scaffold	19828			ScVebR1_884;HRSCAF=1638
GCA_003713205.1	Primary Assembly	Un			RHJT01000880.1	Chromosome		NW_020864763.1	unplaced-scaffold	29394			ScVebR1_885;HRSCAF=1639
GCA_003713205.1	Primary Assembly	Un			RHJT01000881.1	Chromosome		NW_020864764.1	unplaced-scaffold	30194			ScVebR1_886;HRSCAF=1640
GCA_003713205.1	Primary Assembly	Un			RHJT01000882.1	Chromosome		NW_020864765.1	unplaced-scaffold	18138			ScVebR1_887;HRSCAF=1641
GCA_003713205.1	Primary Assembly	Un			RHJT01000883.1	Chromosome		NW_020864766.1	unplaced-scaffold	19716			ScVebR1_888;HRSCAF=1642
GCA_003713205.1	Primary Assembly	Un			RHJT01000884.1	Chromosome		NW_020864767.1	unplaced-scaffold	16116			ScVebR1_889;HRSCAF=1643
GCA_003713205.1	Primary Assembly	Un			RHJT01000885.1	Chromosome		NW_020864769.1	unplaced-scaffold	14794			ScVebR1_891;HRSCAF=1645
GCA_003713205.1	Primary Assembly	Un			RHJT01000886.1	Chromosome		NW_020864770.1	unplaced-scaffold	13227			ScVebR1_892;HRSCAF=1647
GCA_003713205.1	Primary Assembly	Un			RHJT01000887.1	Chromosome		NW_020864771.1	unplaced-scaffold	17334			ScVebR1_893;HRSCAF=1648
GCA_003713205.1	Primary Assembly	Un			RHJT01000888.1	Chromosome		NW_020864772.1	unplaced-scaffold	15745			ScVebR1_894;HRSCAF=1649
GCA_003713205.1	Primary Assembly	Un			RHJT01000889.1	Chromosome		NW_020864773.1	unplaced-scaffold	5183			ScVebR1_895;HRSCAF=1650
GCA_003713205.1	Primary Assembly	Un			RHJT01000890.1	Chromosome		NW_020864774.1	unplaced-scaffold	24970			ScVebR1_896;HRSCAF=1651
GCA_003713205.1	Primary Assembly	Un			RHJT01000891.1	Chromosome		NW_020864775.1	unplaced-scaffold	41410			ScVebR1_897;HRSCAF=1652
GCA_003713205.1	Primary Assembly	Un			RHJT01000892.1	Chromosome		NW_020864776.1	unplaced-scaffold	17762			ScVebR1_898;HRSCAF=1653
GCA_003713205.1	Primary Assembly	Un			RHJT01000893.1	Chromosome		NW_020864777.1	unplaced-scaffold	51991			ScVebR1_899;HRSCAF=1655
GCA_003713205.1	Primary Assembly	Un			RHJT01000894.1	Chromosome		NW_020864780.1	unplaced-scaffold	38525			ScVebR1_900;HRSCAF=1656
GCA_003713205.1	Primary Assembly	Un			RHJT01000895.1	Chromosome		NW_020864781.1	unplaced-scaffold	13345			ScVebR1_901;HRSCAF=1657
GCA_003713205.1	Primary Assembly	Un			RHJT01000896.1	Chromosome		NW_020864782.1	unplaced-scaffold	112603			ScVebR1_902;HRSCAF=1658
GCA_003713205.1	Primary Assembly	Un			RHJT01000897.1	Chromosome		NW_020864783.1	unplaced-scaffold	31333			ScVebR1_903;HRSCAF=1660
GCA_003713205.1	Primary Assembly	Un			RHJT01000898.1	Chromosome		NW_020864784.1	unplaced-scaffold	35284			ScVebR1_904;HRSCAF=1661
GCA_003713205.1	Primary Assembly	Un			RHJT01000899.1	Chromosome		NW_020864785.1	unplaced-scaffold	44896			ScVebR1_905;HRSCAF=1662
GCA_003713205.1	Primary Assembly	Un			RHJT01000900.1	Chromosome		NW_020864786.1	unplaced-scaffold	12607			ScVebR1_906;HRSCAF=1664
GCA_003713205.1	Primary Assembly	Un			RHJT01000901.1	Chromosome		NW_020864787.1	unplaced-scaffold	45760			ScVebR1_907;HRSCAF=1666
GCA_003713205.1	Primary Assembly	Un			RHJT01000902.1	Chromosome		NW_020864788.1	unplaced-scaffold	33997			ScVebR1_908;HRSCAF=1667
GCA_003713205.1	Primary Assembly	Un			RHJT01000903.1	Chromosome		NW_020864790.1	unplaced-scaffold	62190			ScVebR1_910;HRSCAF=1669
GCA_003713205.1	Primary Assembly	Un			RHJT01000904.1	Chromosome		NW_020864791.1	unplaced-scaffold	17081			ScVebR1_911;HRSCAF=1670
GCA_003713205.1	Primary Assembly	Un			RHJT01000905.1	Chromosome		NW_020864792.1	unplaced-scaffold	12646			ScVebR1_912;HRSCAF=1671
GCA_003713205.1	Primary Assembly	Un			RHJT01000906.1	Chromosome		NW_020864793.1	unplaced-scaffold	17970			ScVebR1_913;HRSCAF=1673
GCA_003713205.1	Primary Assembly	Un			RHJT01000907.1	Chromosome		NW_020864794.1	unplaced-scaffold	43266			ScVebR1_915;HRSCAF=1675
GCA_003713205.1	Primary Assembly	Un			RHJT01000908.1	Chromosome		NW_020864795.1	unplaced-scaffold	7274			ScVebR1_916;HRSCAF=1676
GCA_003713205.1	Primary Assembly	Un			RHJT01000909.1	Chromosome		NW_020864796.1	unplaced-scaffold	36485			ScVebR1_917;HRSCAF=1677
GCA_003713205.1	Primary Assembly	Un			RHJT01000910.1	Chromosome		NW_020864797.1	unplaced-scaffold	44984			ScVebR1_918;HRSCAF=1678
GCA_003713205.1	Primary Assembly	Un			RHJT01000911.1	Chromosome		NW_020864798.1	unplaced-scaffold	24208			ScVebR1_919;HRSCAF=1679
GCA_003713205.1	Primary Assembly	Un			RHJT01000912.1	Chromosome		NW_020864800.1	unplaced-scaffold	5787			ScVebR1_920;HRSCAF=1680
GCA_003713205.1	Primary Assembly	Un			RHJT01000913.1	Chromosome		NW_020864801.1	unplaced-scaffold	19732			ScVebR1_921;HRSCAF=1681
GCA_003713205.1	Primary Assembly	Un			RHJT01000914.1	Chromosome		NW_020864802.1	unplaced-scaffold	15256			ScVebR1_922;HRSCAF=1682
GCA_003713205.1	Primary Assembly	Un			RHJT01000915.1	Chromosome		NW_020864803.1	unplaced-scaffold	53933			ScVebR1_923;HRSCAF=1683
GCA_003713205.1	Primary Assembly	Un			RHJT01000916.1	Chromosome		NW_020864804.1	unplaced-scaffold	34206			ScVebR1_924;HRSCAF=1684
GCA_003713205.1	Primary Assembly	Un			RHJT01000917.1	Chromosome		NW_020864805.1	unplaced-scaffold	28135			ScVebR1_925;HRSCAF=1685
GCA_003713205.1	Primary Assembly	Un			RHJT01000918.1	Chromosome		NW_020864806.1	unplaced-scaffold	9337			ScVebR1_926;HRSCAF=1686
GCA_003713205.1	Primary Assembly	Un			RHJT01000919.1	Chromosome		NW_020864807.1	unplaced-scaffold	24848			ScVebR1_927;HRSCAF=1687
GCA_003713205.1	Primary Assembly	Un			RHJT01000920.1	Chromosome		NW_020864808.1	unplaced-scaffold	23921			ScVebR1_928;HRSCAF=1688
GCA_003713205.1	Primary Assembly	Un			RHJT01000921.1	Chromosome		NW_020864809.1	unplaced-scaffold	12865			ScVebR1_929;HRSCAF=1690
GCA_003713205.1	Primary Assembly	Un			RHJT01000922.1	Chromosome		NW_020864811.1	unplaced-scaffold	26587			ScVebR1_930;HRSCAF=1691
GCA_003713205.1	Primary Assembly	Un			RHJT01000923.1	Chromosome		NW_020864812.1	unplaced-scaffold	13920			ScVebR1_931;HRSCAF=1692
GCA_003713205.1	Primary Assembly	Un			RHJT01000924.1	Chromosome		NW_020864813.1	unplaced-scaffold	14048			ScVebR1_932;HRSCAF=1693
GCA_003713205.1	Primary Assembly	Un			RHJT01000925.1	Chromosome		NW_020864814.1	unplaced-scaffold	18341			ScVebR1_933;HRSCAF=1694
GCA_003713205.1	Primary Assembly	Un			RHJT01000926.1	Chromosome		NW_020864815.1	unplaced-scaffold	8745			ScVebR1_934;HRSCAF=1695
GCA_003713205.1	Primary Assembly	Un			RHJT01000927.1	Chromosome		NW_020864816.1	unplaced-scaffold	29166			ScVebR1_935;HRSCAF=1696
GCA_003713205.1	Primary Assembly	Un			RHJT01000928.1	Chromosome		NW_020864817.1	unplaced-scaffold	29992			ScVebR1_937;HRSCAF=1698
GCA_003713205.1	Primary Assembly	Un			RHJT01000929.1	Chromosome		NW_020864818.1	unplaced-scaffold	76732			ScVebR1_938;HRSCAF=1701
GCA_003713205.1	Primary Assembly	Un			RHJT01000930.1	Chromosome		NW_020864819.1	unplaced-scaffold	18775			ScVebR1_939;HRSCAF=1703
GCA_003713205.1	Primary Assembly	Un			RHJT01000931.1	Chromosome		NW_020864821.1	unplaced-scaffold	30010			ScVebR1_940;HRSCAF=1704
GCA_003713205.1	Primary Assembly	Un			RHJT01000932.1	Chromosome		NW_020864822.1	unplaced-scaffold	55650			ScVebR1_941;HRSCAF=1705
GCA_003713205.1	Primary Assembly	Un			RHJT01000933.1	Chromosome		NW_020864823.1	unplaced-scaffold	10725			ScVebR1_942;HRSCAF=1706
GCA_003713205.1	Primary Assembly	Un			RHJT01000934.1	Chromosome		NW_020864824.1	unplaced-scaffold	32951			ScVebR1_943;HRSCAF=1707
GCA_003713205.1	Primary Assembly	Un			RHJT01000935.1	Chromosome		NW_020864825.1	unplaced-scaffold	10589			ScVebR1_944;HRSCAF=1708
GCA_003713205.1	Primary Assembly	Un			RHJT01000936.1	Chromosome		NW_020864826.1	unplaced-scaffold	14044			ScVebR1_945;HRSCAF=1709
GCA_003713205.1	Primary Assembly	Un			RHJT01000937.1	Chromosome		NW_020864827.1	unplaced-scaffold	49539			ScVebR1_946;HRSCAF=1711
GCA_003713205.1	Primary Assembly	Un			RHJT01000938.1	Chromosome		NW_020864828.1	unplaced-scaffold	24346			ScVebR1_947;HRSCAF=1712
GCA_003713205.1	Primary Assembly	Un			RHJT01000939.1	Chromosome		NW_020864829.1	unplaced-scaffold	10204			ScVebR1_948;HRSCAF=1716
GCA_003713205.1	Primary Assembly	Un			RHJT01000940.1	Chromosome		NW_020864830.1	unplaced-scaffold	37068			ScVebR1_949;HRSCAF=1717
GCA_003713205.1	Primary Assembly	Un			RHJT01000941.1	Chromosome		NW_020864832.1	unplaced-scaffold	49740			ScVebR1_950;HRSCAF=1718
GCA_003713205.1	Primary Assembly	Un			RHJT01000942.1	Chromosome		NW_020864833.1	unplaced-scaffold	10541			ScVebR1_951;HRSCAF=1719
GCA_003713205.1	Primary Assembly	Un			RHJT01000943.1	Chromosome		NW_020864834.1	unplaced-scaffold	33950			ScVebR1_952;HRSCAF=1721
GCA_003713205.1	Primary Assembly	Un			RHJT01000944.1	Chromosome		NW_020864835.1	unplaced-scaffold	19826			ScVebR1_953;HRSCAF=1722
GCA_003713205.1	Primary Assembly	Un			RHJT01000945.1	Chromosome		NW_020864836.1	unplaced-scaffold	40609			ScVebR1_954;HRSCAF=1724
GCA_003713205.1	Primary Assembly	Un			RHJT01000946.1	Chromosome		NW_020864837.1	unplaced-scaffold	10249			ScVebR1_955;HRSCAF=1725
GCA_003713205.1	Primary Assembly	Un			RHJT01000947.1	Chromosome		NW_020864838.1	unplaced-scaffold	14053			ScVebR1_956;HRSCAF=1726
GCA_003713205.1	Primary Assembly	Un			RHJT01000948.1	Chromosome		NW_020864839.1	unplaced-scaffold	35580			ScVebR1_957;HRSCAF=1727
GCA_003713205.1	Primary Assembly	Un			RHJT01000949.1	Chromosome		NW_020864840.1	unplaced-scaffold	20144			ScVebR1_959;HRSCAF=1729
GCA_003713205.1	Primary Assembly	Un			RHJT01000950.1	Chromosome		NW_020864842.1	unplaced-scaffold	23799			ScVebR1_960;HRSCAF=1730
GCA_003713205.1	Primary Assembly	Un			RHJT01000951.1	Chromosome		NW_020864843.1	unplaced-scaffold	13416			ScVebR1_961;HRSCAF=1731
GCA_003713205.1	Primary Assembly	Un			RHJT01000952.1	Chromosome		NW_020864844.1	unplaced-scaffold	21164			ScVebR1_962;HRSCAF=1732
GCA_003713205.1	Primary Assembly	Un			RHJT01000953.1	Chromosome		NW_020864845.1	unplaced-scaffold	17530			ScVebR1_963;HRSCAF=1734
GCA_003713205.1	Primary Assembly	Un			RHJT01000954.1	Chromosome		NW_020864846.1	unplaced-scaffold	19448			ScVebR1_964;HRSCAF=1735
GCA_003713205.1	Primary Assembly	Un			RHJT01000955.1	Chromosome		NW_020864847.1	unplaced-scaffold	19373			ScVebR1_965;HRSCAF=1736
GCA_003713205.1	Primary Assembly	Un			RHJT01000956.1	Chromosome		NW_020864848.1	unplaced-scaffold	43955			ScVebR1_966;HRSCAF=1737
GCA_003713205.1	Primary Assembly	Un			RHJT01000957.1	Chromosome		NW_020864849.1	unplaced-scaffold	19451			ScVebR1_967;HRSCAF=1738
GCA_003713205.1	Primary Assembly	Un			RHJT01000958.1	Chromosome		NW_020864850.1	unplaced-scaffold	18616			ScVebR1_968;HRSCAF=1739
GCA_003713205.1	Primary Assembly	Un			RHJT01000959.1	Chromosome		NW_020864851.1	unplaced-scaffold	10188			ScVebR1_969;HRSCAF=1740
GCA_003713205.1	Primary Assembly	Un			RHJT01000960.1	Chromosome		NW_020864853.1	unplaced-scaffold	7884			ScVebR1_970;HRSCAF=1741
GCA_003713205.1	Primary Assembly	Un			RHJT01000961.1	Chromosome		NW_020864854.1	unplaced-scaffold	71056			ScVebR1_971;HRSCAF=1742
GCA_003713205.1	Primary Assembly	Un			RHJT01000962.1	Chromosome		NW_020864855.1	unplaced-scaffold	38296			ScVebR1_972;HRSCAF=1744
GCA_003713205.1	Primary Assembly	Un			RHJT01000963.1	Chromosome		NW_020864856.1	unplaced-scaffold	12787			ScVebR1_973;HRSCAF=1745
GCA_003713205.1	Primary Assembly	Un			RHJT01000964.1	Chromosome		NW_020864857.1	unplaced-scaffold	42002			ScVebR1_974;HRSCAF=1747
GCA_003713205.1	Primary Assembly	Un			RHJT01000965.1	Chromosome		NW_020864858.1	unplaced-scaffold	3521			ScVebR1_975;HRSCAF=1748
GCA_003713205.1	Primary Assembly	Un			RHJT01000966.1	Chromosome		NW_020864859.1	unplaced-scaffold	25080			ScVebR1_976;HRSCAF=1749
GCA_003713205.1	Primary Assembly	Un			RHJT01000967.1	Chromosome		NW_020864860.1	unplaced-scaffold	61461			ScVebR1_977;HRSCAF=1750
GCA_003713205.1	Primary Assembly	Un			RHJT01000968.1	Chromosome		NW_020864861.1	unplaced-scaffold	45213			ScVebR1_978;HRSCAF=1751
GCA_003713205.1	Primary Assembly	Un			RHJT01000969.1	Chromosome		NW_020864862.1	unplaced-scaffold	17562			ScVebR1_979;HRSCAF=1752
GCA_003713205.1	Primary Assembly	Un			RHJT01000970.1	Chromosome		NW_020864864.1	unplaced-scaffold	24553			ScVebR1_980;HRSCAF=1753
GCA_003713205.1	Primary Assembly	Un			RHJT01000971.1	Chromosome		NW_020864865.1	unplaced-scaffold	21155			ScVebR1_981;HRSCAF=1754
GCA_003713205.1	Primary Assembly	Un			RHJT01000972.1	Chromosome		NW_020864866.1	unplaced-scaffold	59308			ScVebR1_982;HRSCAF=1755
GCA_003713205.1	Primary Assembly	Un			RHJT01000973.1	Chromosome		NW_020864867.1	unplaced-scaffold	21392			ScVebR1_983;HRSCAF=1756
GCA_003713205.1	Primary Assembly	Un			RHJT01000974.1	Chromosome		NW_020864868.1	unplaced-scaffold	36252			ScVebR1_984;HRSCAF=1758
GCA_003713205.1	Primary Assembly	Un			RHJT01000975.1	Chromosome		NW_020864869.1	unplaced-scaffold	35994			ScVebR1_985;HRSCAF=1759
GCA_003713205.1	Primary Assembly	Un			RHJT01000976.1	Chromosome		NW_020864870.1	unplaced-scaffold	31820			ScVebR1_986;HRSCAF=1760
GCA_003713205.1	Primary Assembly	Un			RHJT01000977.1	Chromosome		NW_020864871.1	unplaced-scaffold	13271			ScVebR1_987;HRSCAF=1761
GCA_003713205.1	Primary Assembly	Un			RHJT01000978.1	Chromosome		NW_020864872.1	unplaced-scaffold	20664			ScVebR1_988;HRSCAF=1762
GCA_003713205.1	Primary Assembly	Un			RHJT01000979.1	Chromosome		NW_020864873.1	unplaced-scaffold	5474			ScVebR1_989;HRSCAF=1763
GCA_003713205.1	Primary Assembly	Un			RHJT01000980.1	Chromosome		NW_020864875.1	unplaced-scaffold	15766			ScVebR1_990;HRSCAF=1764
GCA_003713205.1	Primary Assembly	Un			RHJT01000981.1	Chromosome		NW_020864876.1	unplaced-scaffold	12273			ScVebR1_991;HRSCAF=1765
GCA_003713205.1	Primary Assembly	Un			RHJT01000982.1	Chromosome		NW_020864877.1	unplaced-scaffold	30472			ScVebR1_992;HRSCAF=1766
GCA_003713205.1	Primary Assembly	Un			RHJT01000983.1	Chromosome		NW_020864878.1	unplaced-scaffold	23259			ScVebR1_993;HRSCAF=1767
GCA_003713205.1	Primary Assembly	Un			RHJT01000984.1	Chromosome		NW_020864879.1	unplaced-scaffold	37992			ScVebR1_994;HRSCAF=1768
GCA_003713205.1	Primary Assembly	Un			RHJT01000985.1	Chromosome		NW_020864880.1	unplaced-scaffold	25708			ScVebR1_995;HRSCAF=1769
GCA_003713205.1	Primary Assembly	Un			RHJT01000986.1	Chromosome		NW_020864881.1	unplaced-scaffold	8819			ScVebR1_996;HRSCAF=1771
GCA_003713205.1	Primary Assembly	Un			RHJT01000987.1	Chromosome		NW_020864882.1	unplaced-scaffold	13250			ScVebR1_997;HRSCAF=1774
GCA_003713205.1	Primary Assembly	Un			RHJT01000988.1	Chromosome		NW_020864883.1	unplaced-scaffold	18810			ScVebR1_998;HRSCAF=1775
GCA_003713205.1	Primary Assembly	Un			RHJT01000989.1	Chromosome		NW_020864884.1	unplaced-scaffold	35063			ScVebR1_999;HRSCAF=1776
GCA_003713205.1	Primary Assembly	Un			RHJT01000990.1	Chromosome		NW_020861368.1	unplaced-scaffold	102532			ScVebR1_1000;HRSCAF=1777
GCA_003713205.1	Primary Assembly	Un			RHJT01000991.1	Chromosome		NW_020861369.1	unplaced-scaffold	13842			ScVebR1_1001;HRSCAF=1779
GCA_003713205.1	Primary Assembly	Un			RHJT01000992.1	Chromosome		NW_020861370.1	unplaced-scaffold	29232			ScVebR1_1002;HRSCAF=1781
GCA_003713205.1	Primary Assembly	Un			RHJT01000993.1	Chromosome		NW_020861371.1	unplaced-scaffold	10698			ScVebR1_1003;HRSCAF=1782
GCA_003713205.1	Primary Assembly	Un			RHJT01000994.1	Chromosome		NW_020861372.1	unplaced-scaffold	45026			ScVebR1_1004;HRSCAF=1783
GCA_003713205.1	Primary Assembly	Un			RHJT01000995.1	Chromosome		NW_020861373.1	unplaced-scaffold	16088			ScVebR1_1005;HRSCAF=1784
GCA_003713205.1	Primary Assembly	Un			RHJT01000996.1	Chromosome		NW_020861374.1	unplaced-scaffold	99586			ScVebR1_1006;HRSCAF=1785
