Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_900059795.1	Primary Assembly	Un			HG740882.1	Chromosome			unplaced-scaffold	26985			scaffold_1798
GCA_900059795.1	Primary Assembly	Un			HG740883.1	Chromosome			unplaced-scaffold	26979			scaffold_1799
GCA_900059795.1	Primary Assembly	Un			HG740884.1	Chromosome			unplaced-scaffold	26975			scaffold_1800
GCA_900059795.1	Primary Assembly	Un			HG740885.1	Chromosome			unplaced-scaffold	26943			scaffold_1801
GCA_900059795.1	Primary Assembly	Un			HG740886.1	Chromosome			unplaced-scaffold	26929			scaffold_1802
GCA_900059795.1	Primary Assembly	Un			HG740887.1	Chromosome			unplaced-scaffold	26906			scaffold_1803
GCA_900059795.1	Primary Assembly	Un			HG740888.1	Chromosome			unplaced-scaffold	26906			scaffold_1804
GCA_900059795.1	Primary Assembly	Un			HG740889.1	Chromosome			unplaced-scaffold	26906			scaffold_1805
GCA_900059795.1	Primary Assembly	Un			HG740890.1	Chromosome			unplaced-scaffold	26896			scaffold_1806
GCA_900059795.1	Primary Assembly	Un			HG740891.1	Chromosome			unplaced-scaffold	26887			scaffold_1807
GCA_900059795.1	Primary Assembly	Un			HG740892.1	Chromosome			unplaced-scaffold	26877			scaffold_1808
GCA_900059795.1	Primary Assembly	Un			HG740893.1	Chromosome			unplaced-scaffold	26876			scaffold_1809
GCA_900059795.1	Primary Assembly	Un			HG740895.1	Chromosome			unplaced-scaffold	26859			scaffold_1811
GCA_900059795.1	Primary Assembly	Un			HG740896.1	Chromosome			unplaced-scaffold	26837			scaffold_1812
GCA_900059795.1	Primary Assembly	Un			HG740897.1	Chromosome			unplaced-scaffold	26802			scaffold_1813
GCA_900059795.1	Primary Assembly	Un			HG740898.1	Chromosome			unplaced-scaffold	26793			scaffold_1814
GCA_900059795.1	Primary Assembly	Un			HG740899.1	Chromosome			unplaced-scaffold	26757			scaffold_1815
GCA_900059795.1	Primary Assembly	Un			HG740900.1	Chromosome			unplaced-scaffold	26752			scaffold_1816
GCA_900059795.1	Primary Assembly	Un			HG740901.1	Chromosome			unplaced-scaffold	26736			scaffold_1817
GCA_900059795.1	Primary Assembly	Un			HG740902.1	Chromosome			unplaced-scaffold	26726			scaffold_1818
GCA_900059795.1	Primary Assembly	Un			HG740903.1	Chromosome			unplaced-scaffold	26710			scaffold_1819
GCA_900059795.1	Primary Assembly	Un			HG740904.1	Chromosome			unplaced-scaffold	26708			scaffold_1820
GCA_900059795.1	Primary Assembly	Un			HG740905.1	Chromosome			unplaced-scaffold	26670			scaffold_1821
GCA_900059795.1	Primary Assembly	Un			HG740906.1	Chromosome			unplaced-scaffold	26644			scaffold_1822
GCA_900059795.1	Primary Assembly	Un			HG740907.1	Chromosome			unplaced-scaffold	26606			scaffold_1823
GCA_900059795.1	Primary Assembly	Un			HG740908.1	Chromosome			unplaced-scaffold	26606			scaffold_1824
GCA_900059795.1	Primary Assembly	Un			HG740909.1	Chromosome			unplaced-scaffold	26603			scaffold_1825
GCA_900059795.1	Primary Assembly	Un			HG740910.1	Chromosome			unplaced-scaffold	26601			scaffold_1826
GCA_900059795.1	Primary Assembly	Un			HG740911.1	Chromosome			unplaced-scaffold	26601			scaffold_1827
GCA_900059795.1	Primary Assembly	Un			HG740912.1	Chromosome			unplaced-scaffold	26599			scaffold_1828
GCA_900059795.1	Primary Assembly	Un			HG740913.1	Chromosome			unplaced-scaffold	26582			scaffold_1829
GCA_900059795.1	Primary Assembly	Un			HG740914.1	Chromosome			unplaced-scaffold	26517			scaffold_1830
GCA_900059795.1	Primary Assembly	Un			HG740915.1	Chromosome			unplaced-scaffold	26508			scaffold_1831
GCA_900059795.1	Primary Assembly	Un			HG740916.1	Chromosome			unplaced-scaffold	26485			scaffold_1832
GCA_900059795.1	Primary Assembly	Un			HG740917.1	Chromosome			unplaced-scaffold	26485			scaffold_1833
GCA_900059795.1	Primary Assembly	Un			HG740918.1	Chromosome			unplaced-scaffold	26479			scaffold_1834
GCA_900059795.1	Primary Assembly	Un			HG740919.1	Chromosome			unplaced-scaffold	26432			scaffold_1835
GCA_900059795.1	Primary Assembly	Un			HG740920.1	Chromosome			unplaced-scaffold	26406			scaffold_1836
GCA_900059795.1	Primary Assembly	Un			HG740921.1	Chromosome			unplaced-scaffold	26402			scaffold_1837
GCA_900059795.1	Primary Assembly	Un			HG740922.1	Chromosome			unplaced-scaffold	26384			scaffold_1838
GCA_900059795.1	Primary Assembly	Un			HG740923.1	Chromosome			unplaced-scaffold	26352			scaffold_1839
GCA_900059795.1	Primary Assembly	Un			HG740924.1	Chromosome			unplaced-scaffold	26339			scaffold_1840
GCA_900059795.1	Primary Assembly	Un			HG740925.1	Chromosome			unplaced-scaffold	26288			scaffold_1841
GCA_900059795.1	Primary Assembly	Un			HG740926.1	Chromosome			unplaced-scaffold	26287			scaffold_1842
GCA_900059795.1	Primary Assembly	Un			HG740927.1	Chromosome			unplaced-scaffold	26278			scaffold_1843
GCA_900059795.1	Primary Assembly	Un			HG740928.1	Chromosome			unplaced-scaffold	26256			scaffold_1844
GCA_900059795.1	Primary Assembly	Un			HG740929.1	Chromosome			unplaced-scaffold	26244			scaffold_1845
GCA_900059795.1	Primary Assembly	Un			HG740930.1	Chromosome			unplaced-scaffold	26222			scaffold_1846
GCA_900059795.1	Primary Assembly	Un			HG740931.1	Chromosome			unplaced-scaffold	26197			scaffold_1847
GCA_900059795.1	Primary Assembly	Un			HG740932.1	Chromosome			unplaced-scaffold	26158			scaffold_1848
GCA_900059795.1	Primary Assembly	Un			HG740933.1	Chromosome			unplaced-scaffold	26142			scaffold_1849
GCA_900059795.1	Primary Assembly	Un			HG740934.1	Chromosome			unplaced-scaffold	26128			scaffold_1850
GCA_900059795.1	Primary Assembly	Un			HG740935.1	Chromosome			unplaced-scaffold	26120			scaffold_1851
GCA_900059795.1	Primary Assembly	Un			HG740936.1	Chromosome			unplaced-scaffold	26105			scaffold_1852
GCA_900059795.1	Primary Assembly	Un			HG740937.1	Chromosome			unplaced-scaffold	26099			scaffold_1853
GCA_900059795.1	Primary Assembly	Un			HG740938.1	Chromosome			unplaced-scaffold	26092			scaffold_1854
GCA_900059795.1	Primary Assembly	Un			HG740939.1	Chromosome			unplaced-scaffold	26011			scaffold_1855
GCA_900059795.1	Primary Assembly	Un			HG740940.1	Chromosome			unplaced-scaffold	26007			scaffold_1856
GCA_900059795.1	Primary Assembly	Un			HG740941.1	Chromosome			unplaced-scaffold	26006			scaffold_1857
GCA_900059795.1	Primary Assembly	Un			HG740942.1	Chromosome			unplaced-scaffold	26003			scaffold_1858
GCA_900059795.1	Primary Assembly	Un			HG740943.1	Chromosome			unplaced-scaffold	25987			scaffold_1859
GCA_900059795.1	Primary Assembly	Un			HG740944.1	Chromosome			unplaced-scaffold	25986			scaffold_1860
GCA_900059795.1	Primary Assembly	Un			HG740945.1	Chromosome			unplaced-scaffold	25973			scaffold_1861
GCA_900059795.1	Primary Assembly	Un			HG740946.1	Chromosome			unplaced-scaffold	25967			scaffold_1862
GCA_900059795.1	Primary Assembly	Un			HG740947.1	Chromosome			unplaced-scaffold	25948			scaffold_1863
GCA_900059795.1	Primary Assembly	Un			HG740948.1	Chromosome			unplaced-scaffold	25947			scaffold_1864
GCA_900059795.1	Primary Assembly	Un			HG740949.1	Chromosome			unplaced-scaffold	25935			scaffold_1865
GCA_900059795.1	Primary Assembly	Un			HG740950.1	Chromosome			unplaced-scaffold	25910			scaffold_1866
GCA_900059795.1	Primary Assembly	Un			HG740951.1	Chromosome			unplaced-scaffold	25899			scaffold_1867
GCA_900059795.1	Primary Assembly	Un			HG740952.1	Chromosome			unplaced-scaffold	25856			scaffold_1868
GCA_900059795.1	Primary Assembly	Un			HG740954.1	Chromosome			unplaced-scaffold	25840			scaffold_1870
GCA_900059795.1	Primary Assembly	Un			HG740955.1	Chromosome			unplaced-scaffold	25840			scaffold_1871
GCA_900059795.1	Primary Assembly	Un			HG740956.1	Chromosome			unplaced-scaffold	25820			scaffold_1872
GCA_900059795.1	Primary Assembly	Un			HG740957.1	Chromosome			unplaced-scaffold	25807			scaffold_1873
GCA_900059795.1	Primary Assembly	Un			HG740958.1	Chromosome			unplaced-scaffold	25798			scaffold_1874
GCA_900059795.1	Primary Assembly	Un			HG740959.1	Chromosome			unplaced-scaffold	25788			scaffold_1875
GCA_900059795.1	Primary Assembly	Un			HG740960.1	Chromosome			unplaced-scaffold	25750			scaffold_1876
GCA_900059795.1	Primary Assembly	Un			HG740961.1	Chromosome			unplaced-scaffold	25747			scaffold_1877
GCA_900059795.1	Primary Assembly	Un			HG740962.1	Chromosome			unplaced-scaffold	25731			scaffold_1878
GCA_900059795.1	Primary Assembly	Un			HG740963.1	Chromosome			unplaced-scaffold	25714			scaffold_1879
GCA_900059795.1	Primary Assembly	Un			HG740964.1	Chromosome			unplaced-scaffold	25701			scaffold_1880
GCA_900059795.1	Primary Assembly	Un			HG740965.1	Chromosome			unplaced-scaffold	25696			scaffold_1881
GCA_900059795.1	Primary Assembly	Un			HG740966.1	Chromosome			unplaced-scaffold	25688			scaffold_1882
GCA_900059795.1	Primary Assembly	Un			HG740967.1	Chromosome			unplaced-scaffold	25634			scaffold_1883
GCA_900059795.1	Primary Assembly	Un			HG740968.1	Chromosome			unplaced-scaffold	25634			scaffold_1884
GCA_900059795.1	Primary Assembly	Un			HG740969.1	Chromosome			unplaced-scaffold	25599			scaffold_1885
GCA_900059795.1	Primary Assembly	Un			HG740970.1	Chromosome			unplaced-scaffold	25586			scaffold_1886
GCA_900059795.1	Primary Assembly	Un			HG740971.1	Chromosome			unplaced-scaffold	25559			scaffold_1887
GCA_900059795.1	Primary Assembly	Un			HG740972.1	Chromosome			unplaced-scaffold	25536			scaffold_1888
GCA_900059795.1	Primary Assembly	Un			HG740973.1	Chromosome			unplaced-scaffold	25526			scaffold_1889
GCA_900059795.1	Primary Assembly	Un			HG740974.1	Chromosome			unplaced-scaffold	25521			scaffold_1890
GCA_900059795.1	Primary Assembly	Un			HG740975.1	Chromosome			unplaced-scaffold	25517			scaffold_1891
GCA_900059795.1	Primary Assembly	Un			HG740976.1	Chromosome			unplaced-scaffold	25460			scaffold_1892
GCA_900059795.1	Primary Assembly	Un			HG740977.1	Chromosome			unplaced-scaffold	25452			scaffold_1893
GCA_900059795.1	Primary Assembly	Un			HG740978.1	Chromosome			unplaced-scaffold	25449			scaffold_1894
GCA_900059795.1	Primary Assembly	Un			HG740979.1	Chromosome			unplaced-scaffold	25449			scaffold_1895
GCA_900059795.1	Primary Assembly	Un			HG740980.1	Chromosome			unplaced-scaffold	25434			scaffold_1896
GCA_900059795.1	Primary Assembly	Un			HG740981.1	Chromosome			unplaced-scaffold	25434			scaffold_1897
GCA_900059795.1	Primary Assembly	Un			HG740982.1	Chromosome			unplaced-scaffold	25427			scaffold_1898
GCA_900059795.1	Primary Assembly	Un			HG740983.1	Chromosome			unplaced-scaffold	25424			scaffold_1899
GCA_900059795.1	Primary Assembly	Un			HG740984.1	Chromosome			unplaced-scaffold	25418			scaffold_1900
GCA_900059795.1	Primary Assembly	Un			HG740985.1	Chromosome			unplaced-scaffold	25416			scaffold_1901
GCA_900059795.1	Primary Assembly	Un			HG740986.1	Chromosome			unplaced-scaffold	25404			scaffold_1902
GCA_900059795.1	Primary Assembly	Un			HG740987.1	Chromosome			unplaced-scaffold	25402			scaffold_1903
GCA_900059795.1	Primary Assembly	Un			HG740988.1	Chromosome			unplaced-scaffold	25391			scaffold_1904
GCA_900059795.1	Primary Assembly	Un			HG740989.1	Chromosome			unplaced-scaffold	25385			scaffold_1905
GCA_900059795.1	Primary Assembly	Un			HG740990.1	Chromosome			unplaced-scaffold	25385			scaffold_1906
GCA_900059795.1	Primary Assembly	Un			HG740991.1	Chromosome			unplaced-scaffold	25380			scaffold_1907
GCA_900059795.1	Primary Assembly	Un			HG740992.1	Chromosome			unplaced-scaffold	25377			scaffold_1908
GCA_900059795.1	Primary Assembly	Un			HG740993.1	Chromosome			unplaced-scaffold	25372			scaffold_1909
GCA_900059795.1	Primary Assembly	Un			HG740994.1	Chromosome			unplaced-scaffold	25370			scaffold_1910
GCA_900059795.1	Primary Assembly	Un			HG740995.1	Chromosome			unplaced-scaffold	25349			scaffold_1911
GCA_900059795.1	Primary Assembly	Un			HG740996.1	Chromosome			unplaced-scaffold	25320			scaffold_1912
GCA_900059795.1	Primary Assembly	Un			HG740997.1	Chromosome			unplaced-scaffold	25314			scaffold_1913
GCA_900059795.1	Primary Assembly	Un			HG740998.1	Chromosome			unplaced-scaffold	25282			scaffold_1914
GCA_900059795.1	Primary Assembly	Un			HG740999.1	Chromosome			unplaced-scaffold	25282			scaffold_1915
GCA_900059795.1	Primary Assembly	Un			HG741001.1	Chromosome			unplaced-scaffold	25244			scaffold_1917
GCA_900059795.1	Primary Assembly	Un			HG741002.1	Chromosome			unplaced-scaffold	25240			scaffold_1918
GCA_900059795.1	Primary Assembly	Un			HG741003.1	Chromosome			unplaced-scaffold	25229			scaffold_1919
GCA_900059795.1	Primary Assembly	Un			HG741004.1	Chromosome			unplaced-scaffold	25220			scaffold_1920
GCA_900059795.1	Primary Assembly	Un			HG741005.1	Chromosome			unplaced-scaffold	25216			scaffold_1921
GCA_900059795.1	Primary Assembly	Un			HG741006.1	Chromosome			unplaced-scaffold	25215			scaffold_1922
GCA_900059795.1	Primary Assembly	Un			HG741007.1	Chromosome			unplaced-scaffold	25211			scaffold_1923
GCA_900059795.1	Primary Assembly	Un			HG741008.1	Chromosome			unplaced-scaffold	25202			scaffold_1924
GCA_900059795.1	Primary Assembly	Un			HG741009.1	Chromosome			unplaced-scaffold	25197			scaffold_1925
GCA_900059795.1	Primary Assembly	Un			HG741010.1	Chromosome			unplaced-scaffold	25191			scaffold_1926
GCA_900059795.1	Primary Assembly	Un			HG741011.1	Chromosome			unplaced-scaffold	25152			scaffold_1927
GCA_900059795.1	Primary Assembly	Un			HG741012.1	Chromosome			unplaced-scaffold	25145			scaffold_1928
GCA_900059795.1	Primary Assembly	Un			HG741013.1	Chromosome			unplaced-scaffold	25145			scaffold_1929
GCA_900059795.1	Primary Assembly	Un			HG741014.1	Chromosome			unplaced-scaffold	25132			scaffold_1930
GCA_900059795.1	Primary Assembly	Un			HG741015.1	Chromosome			unplaced-scaffold	25126			scaffold_1931
GCA_900059795.1	Primary Assembly	Un			HG741016.1	Chromosome			unplaced-scaffold	25102			scaffold_1932
GCA_900059795.1	Primary Assembly	Un			HG741017.1	Chromosome			unplaced-scaffold	25100			scaffold_1933
GCA_900059795.1	Primary Assembly	Un			HG741018.1	Chromosome			unplaced-scaffold	25087			scaffold_1934
GCA_900059795.1	Primary Assembly	Un			HG741019.1	Chromosome			unplaced-scaffold	25083			scaffold_1935
GCA_900059795.1	Primary Assembly	Un			HG741020.1	Chromosome			unplaced-scaffold	25076			scaffold_1936
GCA_900059795.1	Primary Assembly	Un			HG741021.1	Chromosome			unplaced-scaffold	25056			scaffold_1937
GCA_900059795.1	Primary Assembly	Un			HG741022.1	Chromosome			unplaced-scaffold	25052			scaffold_1938
GCA_900059795.1	Primary Assembly	Un			HG741023.1	Chromosome			unplaced-scaffold	25035			scaffold_1939
GCA_900059795.1	Primary Assembly	Un			HG741024.1	Chromosome			unplaced-scaffold	25034			scaffold_1940
GCA_900059795.1	Primary Assembly	Un			HG741025.1	Chromosome			unplaced-scaffold	25027			scaffold_1941
GCA_900059795.1	Primary Assembly	Un			HG741026.1	Chromosome			unplaced-scaffold	25026			scaffold_1942
GCA_900059795.1	Primary Assembly	Un			HG741027.1	Chromosome			unplaced-scaffold	25025			scaffold_1943
GCA_900059795.1	Primary Assembly	Un			HG741028.1	Chromosome			unplaced-scaffold	24987			scaffold_1944
GCA_900059795.1	Primary Assembly	Un			HG741029.1	Chromosome			unplaced-scaffold	24986			scaffold_1945
GCA_900059795.1	Primary Assembly	Un			HG741030.1	Chromosome			unplaced-scaffold	24979			scaffold_1946
GCA_900059795.1	Primary Assembly	Un			HG741031.1	Chromosome			unplaced-scaffold	24972			scaffold_1947
GCA_900059795.1	Primary Assembly	Un			HG741032.1	Chromosome			unplaced-scaffold	24971			scaffold_1948
GCA_900059795.1	Primary Assembly	Un			HG741033.1	Chromosome			unplaced-scaffold	24967			scaffold_1949
GCA_900059795.1	Primary Assembly	Un			HG741034.1	Chromosome			unplaced-scaffold	24965			scaffold_1950
GCA_900059795.1	Primary Assembly	Un			HG741035.1	Chromosome			unplaced-scaffold	24959			scaffold_1951
GCA_900059795.1	Primary Assembly	Un			HG741036.1	Chromosome			unplaced-scaffold	24924			scaffold_1952
GCA_900059795.1	Primary Assembly	Un			HG741037.1	Chromosome			unplaced-scaffold	24899			scaffold_1953
GCA_900059795.1	Primary Assembly	Un			HG741038.1	Chromosome			unplaced-scaffold	24897			scaffold_1954
GCA_900059795.1	Primary Assembly	Un			HG741039.1	Chromosome			unplaced-scaffold	24879			scaffold_1955
GCA_900059795.1	Primary Assembly	Un			HG741040.1	Chromosome			unplaced-scaffold	24873			scaffold_1956
GCA_900059795.1	Primary Assembly	Un			HG741041.1	Chromosome			unplaced-scaffold	24841			scaffold_1957
GCA_900059795.1	Primary Assembly	Un			HG741042.1	Chromosome			unplaced-scaffold	24807			scaffold_1958
GCA_900059795.1	Primary Assembly	Un			HG741043.1	Chromosome			unplaced-scaffold	24787			scaffold_1959
GCA_900059795.1	Primary Assembly	Un			HG741044.1	Chromosome			unplaced-scaffold	24766			scaffold_1960
GCA_900059795.1	Primary Assembly	Un			HG741045.1	Chromosome			unplaced-scaffold	24761			scaffold_1961
GCA_900059795.1	Primary Assembly	Un			HG741046.1	Chromosome			unplaced-scaffold	24739			scaffold_1962
GCA_900059795.1	Primary Assembly	Un			HG741047.1	Chromosome			unplaced-scaffold	24726			scaffold_1963
GCA_900059795.1	Primary Assembly	Un			HG741048.1	Chromosome			unplaced-scaffold	24723			scaffold_1964
GCA_900059795.1	Primary Assembly	Un			HG741049.1	Chromosome			unplaced-scaffold	24716			scaffold_1965
GCA_900059795.1	Primary Assembly	Un			HG741050.1	Chromosome			unplaced-scaffold	24694			scaffold_1966
GCA_900059795.1	Primary Assembly	Un			HG741051.1	Chromosome			unplaced-scaffold	24676			scaffold_1967
GCA_900059795.1	Primary Assembly	Un			HG741052.1	Chromosome			unplaced-scaffold	24659			scaffold_1968
GCA_900059795.1	Primary Assembly	Un			HG741053.1	Chromosome			unplaced-scaffold	24655			scaffold_1969
GCA_900059795.1	Primary Assembly	Un			HG741054.1	Chromosome			unplaced-scaffold	24648			scaffold_1970
GCA_900059795.1	Primary Assembly	Un			HG741055.1	Chromosome			unplaced-scaffold	24647			scaffold_1971
GCA_900059795.1	Primary Assembly	Un			HG741056.1	Chromosome			unplaced-scaffold	24614			scaffold_1972
GCA_900059795.1	Primary Assembly	Un			HG741057.1	Chromosome			unplaced-scaffold	24571			scaffold_1973
GCA_900059795.1	Primary Assembly	Un			HG741058.1	Chromosome			unplaced-scaffold	24570			scaffold_1974
GCA_900059795.1	Primary Assembly	Un			HG741059.1	Chromosome			unplaced-scaffold	24557			scaffold_1975
GCA_900059795.1	Primary Assembly	Un			HG741060.1	Chromosome			unplaced-scaffold	24554			scaffold_1976
GCA_900059795.1	Primary Assembly	Un			HG741061.1	Chromosome			unplaced-scaffold	24540			scaffold_1977
GCA_900059795.1	Primary Assembly	Un			HG741062.1	Chromosome			unplaced-scaffold	24519			scaffold_1978
GCA_900059795.1	Primary Assembly	Un			HG741063.1	Chromosome			unplaced-scaffold	24471			scaffold_1979
GCA_900059795.1	Primary Assembly	Un			HG741064.1	Chromosome			unplaced-scaffold	24453			scaffold_1980
GCA_900059795.1	Primary Assembly	Un			HG741065.1	Chromosome			unplaced-scaffold	24450			scaffold_1981
GCA_900059795.1	Primary Assembly	Un			HG741066.1	Chromosome			unplaced-scaffold	24442			scaffold_1982
GCA_900059795.1	Primary Assembly	Un			HG741067.1	Chromosome			unplaced-scaffold	24416			scaffold_1983
GCA_900059795.1	Primary Assembly	Un			HG741068.1	Chromosome			unplaced-scaffold	24412			scaffold_1984
GCA_900059795.1	Primary Assembly	Un			HG741069.1	Chromosome			unplaced-scaffold	24412			scaffold_1985
GCA_900059795.1	Primary Assembly	Un			HG741070.1	Chromosome			unplaced-scaffold	24408			scaffold_1986
GCA_900059795.1	Primary Assembly	Un			HG741071.1	Chromosome			unplaced-scaffold	24402			scaffold_1987
GCA_900059795.1	Primary Assembly	Un			HG741072.1	Chromosome			unplaced-scaffold	24394			scaffold_1988
GCA_900059795.1	Primary Assembly	Un			HG741073.1	Chromosome			unplaced-scaffold	24394			scaffold_1989
GCA_900059795.1	Primary Assembly	Un			HG741074.1	Chromosome			unplaced-scaffold	24393			scaffold_1990
GCA_900059795.1	Primary Assembly	Un			HG741075.1	Chromosome			unplaced-scaffold	24393			scaffold_1991
GCA_900059795.1	Primary Assembly	Un			HG741076.1	Chromosome			unplaced-scaffold	24376			scaffold_1992
GCA_900059795.1	Primary Assembly	Un			HG741077.1	Chromosome			unplaced-scaffold	24363			scaffold_1993
GCA_900059795.1	Primary Assembly	Un			HG741078.1	Chromosome			unplaced-scaffold	24305			scaffold_1994
GCA_900059795.1	Primary Assembly	Un			HG741079.1	Chromosome			unplaced-scaffold	24298			scaffold_1995
GCA_900059795.1	Primary Assembly	Un			HG741080.1	Chromosome			unplaced-scaffold	24272			scaffold_1996
GCA_900059795.1	Primary Assembly	Un			HG741081.1	Chromosome			unplaced-scaffold	24271			scaffold_1997
GCA_900059795.1	Primary Assembly	Un			HG741082.1	Chromosome			unplaced-scaffold	24246			scaffold_1998
GCA_900059795.1	Primary Assembly	Un			HG741083.1	Chromosome			unplaced-scaffold	24244			scaffold_1999
GCA_900059795.1	Primary Assembly	Un			HG741084.1	Chromosome			unplaced-scaffold	24242			scaffold_2000
GCA_900059795.1	Primary Assembly	Un			HG741085.1	Chromosome			unplaced-scaffold	24232			scaffold_2001
GCA_900059795.1	Primary Assembly	Un			HG741086.1	Chromosome			unplaced-scaffold	24231			scaffold_2002
GCA_900059795.1	Primary Assembly	Un			HG741087.1	Chromosome			unplaced-scaffold	24218			scaffold_2003
GCA_900059795.1	Primary Assembly	Un			HG741088.1	Chromosome			unplaced-scaffold	24216			scaffold_2004
GCA_900059795.1	Primary Assembly	Un			HG741089.1	Chromosome			unplaced-scaffold	24169			scaffold_2005
GCA_900059795.1	Primary Assembly	Un			HG741090.1	Chromosome			unplaced-scaffold	24154			scaffold_2006
GCA_900059795.1	Primary Assembly	Un			HG741091.1	Chromosome			unplaced-scaffold	24149			scaffold_2007
GCA_900059795.1	Primary Assembly	Un			HG741092.1	Chromosome			unplaced-scaffold	24149			scaffold_2008
GCA_900059795.1	Primary Assembly	Un			HG741093.1	Chromosome			unplaced-scaffold	24134			scaffold_2009
GCA_900059795.1	Primary Assembly	Un			HG741094.1	Chromosome			unplaced-scaffold	24131			scaffold_2010
GCA_900059795.1	Primary Assembly	Un			HG741095.1	Chromosome			unplaced-scaffold	24127			scaffold_2011
GCA_900059795.1	Primary Assembly	Un			HG741096.1	Chromosome			unplaced-scaffold	24109			scaffold_2012
GCA_900059795.1	Primary Assembly	Un			HG741097.1	Chromosome			unplaced-scaffold	24056			scaffold_2013
GCA_900059795.1	Primary Assembly	Un			HG741098.1	Chromosome			unplaced-scaffold	24053			scaffold_2014
GCA_900059795.1	Primary Assembly	Un			HG741099.1	Chromosome			unplaced-scaffold	24052			scaffold_2015
GCA_900059795.1	Primary Assembly	Un			HG741100.1	Chromosome			unplaced-scaffold	24045			scaffold_2016
GCA_900059795.1	Primary Assembly	Un			HG741101.1	Chromosome			unplaced-scaffold	24022			scaffold_2017
GCA_900059795.1	Primary Assembly	Un			HG741102.1	Chromosome			unplaced-scaffold	24009			scaffold_2018
GCA_900059795.1	Primary Assembly	Un			HG741103.1	Chromosome			unplaced-scaffold	24007			scaffold_2019
GCA_900059795.1	Primary Assembly	Un			HG741104.1	Chromosome			unplaced-scaffold	23994			scaffold_2020
GCA_900059795.1	Primary Assembly	Un			HG741105.1	Chromosome			unplaced-scaffold	23987			scaffold_2021
GCA_900059795.1	Primary Assembly	Un			HG741106.1	Chromosome			unplaced-scaffold	23941			scaffold_2022
GCA_900059795.1	Primary Assembly	Un			HG741107.1	Chromosome			unplaced-scaffold	23897			scaffold_2023
GCA_900059795.1	Primary Assembly	Un			HG741108.1	Chromosome			unplaced-scaffold	23897			scaffold_2024
GCA_900059795.1	Primary Assembly	Un			HG741109.1	Chromosome			unplaced-scaffold	23890			scaffold_2025
GCA_900059795.1	Primary Assembly	Un			HG741110.1	Chromosome			unplaced-scaffold	23889			scaffold_2026
GCA_900059795.1	Primary Assembly	Un			HG741111.1	Chromosome			unplaced-scaffold	23868			scaffold_2027
GCA_900059795.1	Primary Assembly	Un			HG741112.1	Chromosome			unplaced-scaffold	23868			scaffold_2028
GCA_900059795.1	Primary Assembly	Un			HG741113.1	Chromosome			unplaced-scaffold	23863			scaffold_2029
GCA_900059795.1	Primary Assembly	Un			HG741114.1	Chromosome			unplaced-scaffold	23835			scaffold_2030
GCA_900059795.1	Primary Assembly	Un			HG741115.1	Chromosome			unplaced-scaffold	23821			scaffold_2031
GCA_900059795.1	Primary Assembly	Un			HG741116.1	Chromosome			unplaced-scaffold	23818			scaffold_2032
GCA_900059795.1	Primary Assembly	Un			HG741117.1	Chromosome			unplaced-scaffold	23758			scaffold_2033
GCA_900059795.1	Primary Assembly	Un			HG741118.1	Chromosome			unplaced-scaffold	23744			scaffold_2034
GCA_900059795.1	Primary Assembly	Un			HG741119.1	Chromosome			unplaced-scaffold	23743			scaffold_2035
GCA_900059795.1	Primary Assembly	Un			HG741120.1	Chromosome			unplaced-scaffold	23741			scaffold_2036
GCA_900059795.1	Primary Assembly	Un			HG741121.1	Chromosome			unplaced-scaffold	23722			scaffold_2037
GCA_900059795.1	Primary Assembly	Un			HG741122.1	Chromosome			unplaced-scaffold	23701			scaffold_2038
GCA_900059795.1	Primary Assembly	Un			HG741123.1	Chromosome			unplaced-scaffold	23649			scaffold_2039
GCA_900059795.1	Primary Assembly	Un			HG741124.1	Chromosome			unplaced-scaffold	23639			scaffold_2040
GCA_900059795.1	Primary Assembly	Un			HG741125.1	Chromosome			unplaced-scaffold	23623			scaffold_2041
GCA_900059795.1	Primary Assembly	Un			HG741126.1	Chromosome			unplaced-scaffold	23616			scaffold_2042
GCA_900059795.1	Primary Assembly	Un			HG741127.1	Chromosome			unplaced-scaffold	23613			scaffold_2043
GCA_900059795.1	Primary Assembly	Un			HG741128.1	Chromosome			unplaced-scaffold	23606			scaffold_2044
GCA_900059795.1	Primary Assembly	Un			HG741129.1	Chromosome			unplaced-scaffold	23589			scaffold_2045
GCA_900059795.1	Primary Assembly	Un			HG741130.1	Chromosome			unplaced-scaffold	23585			scaffold_2046
GCA_900059795.1	Primary Assembly	Un			HG741131.1	Chromosome			unplaced-scaffold	23578			scaffold_2047
GCA_900059795.1	Primary Assembly	Un			HG741132.1	Chromosome			unplaced-scaffold	23573			scaffold_2048
GCA_900059795.1	Primary Assembly	Un			HG741133.1	Chromosome			unplaced-scaffold	23572			scaffold_2049
GCA_900059795.1	Primary Assembly	Un			HG741134.1	Chromosome			unplaced-scaffold	23569			scaffold_2050
GCA_900059795.1	Primary Assembly	Un			HG741136.1	Chromosome			unplaced-scaffold	23546			scaffold_2052
GCA_900059795.1	Primary Assembly	Un			HG741137.1	Chromosome			unplaced-scaffold	23534			scaffold_2053
